Gene	Pathway1	Pathway2	BCCount	Type	meanWTfraction	SumTrial	SumCounts	meanLFC	meanPScore	meanManHdist	meanEuclDist	sdType	RankUp	RankPval
2700097O09Rik	unassigned	""	5	Insertion (1bp)	0.511227921	54841	7163	-0.027342086	1.688311491	1.769657917	1.690904111	0.109488602	8091	15749
Rln1	unassigned	""	5	Insertion (1bp)	0.505031876	77597	9793	-0.069499158	1.688188468	1.777962999	1.69085572	0.109488602	11829	15750
Pnpla8	unassigned	""	3	Insertion (1bp)	0.495905129	31354	3914	-0.01156123	1.687419855	1.807530006	1.692349679	0.109488602	6693	15751
Ptprf	unassigned	""	5	Insertion (1bp)	0.517194817	105774	13271	-0.058964245	1.687026003	1.745990248	1.688621422	0.109488602	10910	15752
Uqcr11	unassigned	""	3	Insertion (1bp)	0.560867118	50676	6570	-0.001903849	1.686538937	1.787060045	1.689907897	0.109488602	5914	15753
Fads3	unassigned	""	5	Insertion (1bp)	0.543476586	78949	10176	-0.00451358	1.686022654	1.765089618	1.688242378	0.109488602	6113	15754
Serpina9	unassigned	""	5	Insertion (1bp)	0.523069339	95615	12282	-0.024114466	1.685493499	1.754691595	1.687180747	0.109488602	7785	15755
Cyb561a3	unassigned	""	5	Insertion (1bp)	0.533020306	128333	16043	-0.048981522	1.685449806	1.751305952	1.686957074	0.109488602	10044	15756
Pigg	unassigned	""	5	Insertion (1bp)	0.505628911	42169	5248	-0.082276259	1.68520652	1.810396619	1.690103013	0.109488602	12862	15757
Zkscan6	unassigned	""	5	Insertion (1bp)	0.503244113	70566	8886	0.001840448	1.685180274	1.747920265	1.687070314	0.109488602	5674	15758
Qrich2	unassigned	""	5	Insertion (1bp)	0.506369073	112197	14642	0.026242973	1.684816917	1.755587015	1.68649695	0.109488602	4127	15759
Cabp2	unassigned	""	5	Insertion (1bp)	0.518584022	88959	11866	0.055941958	1.684202946	1.752777965	1.685743602	0.109488602	2824	15760
Scp2d1	unassigned	""	4	Insertion (1bp)	0.561286335	63181	8597	0.061978167	1.684044498	1.758222067	1.686042493	0.109488602	2624	15761
Paip1	unassigned	""	5	Insertion (1bp)	0.518559252	29271	3827	0.075248105	1.683817376	1.81386133	1.689652461	0.109488602	2256	15762
Rbp7	unassigned	""	4	Insertion (1bp)	0.500562766	46302	5800	-0.025073197	1.683233838	1.799947476	1.687546514	0.109488602	7867	15763
Rock1	unassigned	""	5	Insertion (1bp)	0.495756012	35127	4310	-0.028802056	1.683126414	1.779449983	1.686817813	0.109488602	8206	15764
Lrrc63	unassigned	""	4	Insertion (1bp)	0.480646999	46996	5967	-0.133951692	1.683095736	1.817047427	1.688865466	0.109488602	15862	15765
Aff3	unassigned	""	5	Insertion (1bp)	0.502940325	130336	17408	0.063583244	1.682192301	1.745775545	1.683509146	0.109488602	2567	15766
Slc23a2	unassigned	""	5	Insertion (1bp)	0.502598954	85685	11368	0.003074254	1.682062382	1.743245643	1.683898816	0.109488602	5581	15767
Pomt1	unassigned	""	5	Insertion (1bp)	0.497203496	82756	10005	-0.069432945	1.681305348	1.752386248	1.68322881	0.109488602	11819	15768
Map2k4	unassigned	""	5	Insertion (1bp)	0.462647499	52626	6673	-0.021383426	1.681215077	1.788854686	1.68505723	0.109488602	7555	15769
Tsks	unassigned	""	5	Insertion (1bp)	0.560341859	94894	12780	0.000934014	1.680284589	1.731415295	1.681630313	0.109488602	5726	15770
Hsf5	unassigned	""	5	Insertion (1bp)	0.518678832	84903	10679	-0.023161262	1.67967942	1.741530776	1.681454145	0.109488602	7702	15771
3110009E18Rik	unassigned	""	4	Insertion (1bp)	0.53061075	38175	4746	-0.100745046	1.679644662	1.80274418	1.684778837	0.109488602	14144	15772
2510039O18Rik	unassigned	""	5	Insertion (1bp)	0.511472809	113312	14573	0.013972977	1.67910719	1.743833755	1.680565948	0.109488602	4831	15773
Ssb	unassigned	""	3	Insertion (1bp)	0.605507963	18080	2559	0.138712806	1.678911369	1.850078701	1.688619499	0.109488602	1219	15774
Clip3	unassigned	""	5	Insertion (1bp)	0.522267412	109523	13908	0.022650019	1.678799903	1.748978553	1.680410514	0.109488602	4313	15775
Urb2	unassigned	""	3	Insertion (1bp)	0.606140335	24236	3454	0.033740939	1.678175002	1.809764694	1.685094809	0.109488602	3706	15776
Ppp1r36	unassigned	""	5	Insertion (1bp)	0.501345138	71093	8939	-0.042197406	1.677522508	1.750415372	1.679638951	0.109488602	9455	15777
Mpp3	unassigned	""	5	Insertion (1bp)	0.533268155	111757	13862	-0.071032246	1.677028743	1.748060989	1.678722568	0.109488602	11940	15778
Smoc1	unassigned	""	5	Insertion (1bp)	0.503338771	86860	10485	-0.079633081	1.675845784	1.755478865	1.677947886	0.109488602	12656	15779
Higd1c	unassigned	""	5	Insertion (1bp)	0.50437201	69571	8748	-0.043149069	1.675367343	1.752502376	1.677426986	0.109488602	9537	15780
Brip1	HR	FA/ICL	5	Insertion (1bp)	0.524877073	52350	6491	-0.052859509	1.6747978	1.780853786	1.678612786	0.109488602	10385	15781
Fam13b	unassigned	""	5	Insertion (1bp)	0.52458566	71932	9297	-0.018149513	1.674350112	1.745632447	1.676354192	0.109488602	7263	15782
Gnat1	unassigned	""	5	Insertion (1bp)	0.509497609	105136	12975	-0.027606689	1.673841777	1.751058629	1.67572764	0.109488602	8122	15783
Prg3	unassigned	""	5	Insertion (1bp)	0.514618233	66893	8315	-0.090757913	1.672876341	1.773123184	1.676018534	0.109488602	13483	15784
Ets1	unassigned	""	5	Insertion (1bp)	0.512192305	62132	8163	0.065372273	1.672794655	1.749966745	1.675276791	0.109488602	2512	15785
Eid2b	unassigned	""	5	Insertion (1bp)	0.51038504	96123	12261	-0.013525566	1.672172157	1.753131184	1.674294141	0.109488602	6853	15786
Ppp2r5c	unassigned	""	5	Insertion (1bp)	0.495235485	104861	13138	-0.035844878	1.671637513	1.726837705	1.67292565	0.109488602	8874	15787
Cysrt1	unassigned	""	5	Insertion (1bp)	0.521265316	74017	9324	-0.043004723	1.671508478	1.756382794	1.673954923	0.109488602	9524	15788
Man2b2	unassigned	""	5	Insertion (1bp)	0.518245338	69704	8540	-0.070295192	1.671486057	1.754545973	1.674043111	0.109488602	11886	15789
Glmp	unassigned	""	5	Insertion (1bp)	0.531026151	84131	11022	0.006480452	1.6710659	1.736095793	1.672720718	0.109488602	5339	15790
Gm6377	unassigned	""	4	Insertion (1bp)	0.482268257	31656	4158	0.003428975	1.67093047	1.804433531	1.67694136	0.109488602	5560	15791
Ctnnd2	unassigned	""	5	Insertion (1bp)	0.511215153	113089	13950	-0.032997171	1.670034968	1.738173943	1.671569954	0.109488602	8596	15792
Cd63	unassigned	""	5	Insertion (1bp)	0.536895233	30360	4070	0.008265955	1.669501616	1.797084003	1.674975348	0.109488602	5214	15793
Rnf186	unassigned	""	5	Insertion (1bp)	0.515586001	100466	12543	-0.03646176	1.669431171	1.740239225	1.671168796	0.109488602	8943	15794
Tgfa	unassigned	""	5	Insertion (1bp)	0.495522863	93648	11831	0.004581182	1.668812101	1.745022274	1.670789946	0.109488602	5473	15795
Timm21	unassigned	""	5	Insertion (1bp)	0.522299953	52340	6496	-0.107021204	1.668799321	1.775820525	1.672531392	0.109488602	14528	15796
Tnfsf14	unassigned	""	5	Insertion (1bp)	0.501774983	116994	15026	0.057088211	1.668458165	1.725546376	1.669554199	0.109488602	2781	15797
Bend4	unassigned	""	5	Insertion (1bp)	0.504305795	145444	18186	-0.033296419	1.668441635	1.731342619	1.669779088	0.109488602	8628	15798
Vps4b	unassigned	""	5	Insertion (1bp)	0.527618081	31165	4244	0.074426797	1.668331269	1.763675712	1.672510042	0.109488602	2277	15799
Lhx1	unassigned	""	5	Insertion (1bp)	0.523936675	73583	8934	-0.056590471	1.668122087	1.75061361	1.670523447	0.109488602	10711	15800
Usp3	unassigned	""	5	Insertion (1bp)	0.50275409	51961	6609	-0.03544783	1.667920116	1.756497987	1.671206515	0.109488602	8838	15801
4931428F04Rik	unassigned	""	5	Insertion (1bp)	0.513309184	103888	13136	-0.019637157	1.667833534	1.733160358	1.669414474	0.109488602	7415	15802
Mylk2	unassigned	""	5	Insertion (1bp)	0.519069484	90793	11471	0.024857666	1.667511838	1.730933167	1.669131434	0.109488602	4192	15803
Slc16a7	unassigned	""	4	Insertion (1bp)	0.501560884	84165	10577	-0.070204032	1.667307294	1.741248187	1.669217341	0.109488602	11879	15804
Ddx39b	unassigned	""	5	Insertion (1bp)	0.533461035	70725	9019	-0.013365727	1.667060155	1.763370314	1.670001044	0.109488602	6836	15805
Nckap5l	unassigned	""	5	Insertion (1bp)	0.513304932	93025	11989	-0.01374764	1.666700569	1.738511753	1.668576064	0.109488602	6867	15806
Zfp938	unassigned	""	4	Insertion (1bp)	0.533945077	14936	2019	-0.014425334	1.665890867	1.888171657	1.680922067	0.109488602	6920	15807
Nup37	unassigned	""	4	Insertion (1bp)	0.520756475	28633	3515	-0.009525526	1.665608998	1.773012129	1.670466305	0.109488602	6525	15808
Tmem184c	unassigned	""	5	Insertion (1bp)	0.546742112	52571	6864	-0.073861089	1.665553446	1.759590416	1.668589591	0.109488602	12180	15809
Cypt2	unassigned	""	4	Insertion (1bp)	0.482623638	51625	6770	-0.02199937	1.665161518	1.775825746	1.669021539	0.109488602	7607	15810
Gpr108	unassigned	""	5	Insertion (1bp)	0.495487724	84843	10385	-0.04280667	1.665144155	1.738092399	1.66701783	0.109488602	9506	15811
Slc38a8	unassigned	""	5	Insertion (1bp)	0.503128864	107664	13662	-0.049699238	1.665027462	1.730868882	1.666466075	0.109488602	10108	15812
Cbx5	unassigned	""	5	Insertion (1bp)	0.526093554	55891	7030	-0.068300208	1.664983047	1.749236498	1.667476417	0.109488602	11720	15813
Lpcat1	unassigned	""	5	Insertion (1bp)	0.515209795	95237	12103	-0.002569845	1.664937063	1.735786497	1.666691035	0.109488602	5969	15814
Tmtc1	unassigned	""	5	Insertion (1bp)	0.503755883	122281	15021	-0.054131747	1.664900697	1.728430348	1.666326558	0.109488602	10484	15815
Dnaaf9	unassigned	""	5	Insertion (1bp)	0.507957094	86258	10809	-0.021345598	1.664692321	1.736920849	1.666518311	0.109488602	7547	15816
Arhgef40	unassigned	""	5	Insertion (1bp)	0.480150434	121529	15460	-0.040105087	1.664654626	1.725480911	1.666115232	0.109488602	9266	15817
Alg12	unassigned	""	5	Insertion (1bp)	0.54886996	61496	8026	-0.00942304	1.664353628	1.738943281	1.666904469	0.109488602	6517	15818
Mtpap	unassigned	""	5	Insertion (1bp)	0.546220469	52440	6354	0.088105897	1.664098745	1.767340705	1.66751259	0.109488602	1946	15819
Cluh	unassigned	""	5	Insertion (1bp)	0.577852265	68709	8819	-0.037919288	1.664039646	1.73794202	1.665972002	0.109488602	9069	15820
Usb1	unassigned	""	4	Insertion (1bp)	0.571884487	26319	3446	0.029743955	1.663847367	1.786690843	1.670076003	0.109488602	3924	15821
Ezh2	unassigned	""	5	Insertion (1bp)	0.5429043	57176	7385	-0.045764007	1.663815096	1.760318687	1.667096649	0.109488602	9749	15822
Pla2g2e	unassigned	""	5	Insertion (1bp)	0.506147555	145554	18787	0.000325164	1.663699915	1.725502122	1.664957408	0.109488602	5767	15823
Hes5	unassigned	""	4	Insertion (1bp)	0.494307297	121630	15045	-0.030942872	1.663642223	1.714756471	1.664779807	0.109488602	8401	15824
Snx17	unassigned	""	5	Insertion (1bp)	0.513065746	72115	8880	-0.019339483	1.66291768	1.727188463	1.664873839	0.109488602	7381	15825
Msx1	unassigned	""	4	Insertion (1bp)	0.476571277	94002	12249	0.043994047	1.662849655	1.734333216	1.664682211	0.109488602	3278	15826
Mb	unassigned	""	5	Insertion (1bp)	0.540706195	60127	7640	0.045653032	1.66262315	1.750460913	1.665243207	0.109488602	3209	15827
Abi3bp	unassigned	""	5	Insertion (1bp)	0.521738331	103851	13032	-0.002039753	1.662060071	1.731542566	1.663825464	0.109488602	5928	15828
Clic5	unassigned	""	5	Insertion (1bp)	0.53509429	69557	8808	-0.011587317	1.66135519	1.723244217	1.663342722	0.109488602	6697	15829
Nadsyn1	unassigned	""	5	Insertion (1bp)	0.50270387	107390	13921	0.011430136	1.660433095	1.7246129	1.66189559	0.109488602	5009	15830
Foxf1	unassigned	""	5	Insertion (1bp)	0.483513343	97054	11973	-0.005980908	1.660197336	1.718074021	1.661633943	0.109488602	6244	15831
Zfp251	unassigned	""	5	Insertion (1bp)	0.509788339	54954	6913	0.031448765	1.659302745	1.733542168	1.661485894	0.109488602	3827	15832
Ptrh1	unassigned	""	5	Insertion (1bp)	0.518390165	84307	10963	-0.021358427	1.659093318	1.711377611	1.660486993	0.109488602	7548	15833
Cep126	unassigned	""	5	Insertion (1bp)	0.498963608	58917	7163	-0.078969064	1.658534818	1.758964213	1.661840805	0.109488602	12600	15834
Socs6	unassigned	""	5	Insertion (1bp)	0.517264405	55517	7128	-0.018776965	1.658049957	1.751305855	1.66129761	0.109488602	7316	15835
Txndc5	unassigned	""	5	Insertion (1bp)	0.488273317	142424	17984	-0.026435441	1.657970386	1.722808145	1.659348364	0.109488602	8001	15836
Cela2a	unassigned	""	5	Insertion (1bp)	0.547715532	95016	11867	-0.024035471	1.657691187	1.727596503	1.659334323	0.109488602	7779	15837
Fam110a	unassigned	""	5	Insertion (1bp)	0.524073354	109037	13582	-0.051204019	1.657615423	1.711193143	1.658712747	0.109488602	10238	15838
Mapre2	unassigned	""	5	Insertion (1bp)	0.564230525	46845	6145	-0.016730406	1.657587693	1.75157332	1.661057087	0.109488602	7133	15839
Ano9	unassigned	""	5	Insertion (1bp)	0.497991395	93080	11638	-0.046912874	1.657547267	1.734649731	1.659488203	0.109488602	9844	15840
A2m	unassigned	""	5	Insertion (1bp)	0.507603071	97677	12779	0.015420095	1.657490306	1.733649804	1.659305182	0.109488602	4740	15841
Sppl3	unassigned	""	5	Insertion (1bp)	0.517099315	61234	7947	-0.020672783	1.657465735	1.715792016	1.659248956	0.109488602	7496	15842
Rassf1	unassigned	""	5	Insertion (1bp)	0.503151893	111549	13958	0.010655943	1.657385009	1.721376097	1.658962661	0.109488602	5057	15843
Anks3	unassigned	""	5	Insertion (1bp)	0.527622571	65986	8221	-0.074970859	1.657195946	1.73887007	1.659554004	0.109488602	12283	15844
Sfxn4	unassigned	""	4	Insertion (1bp)	0.516524272	34901	4351	-0.05056404	1.656622225	1.776994218	1.661671625	0.109488602	10184	15845
AY761185	unassigned	""	5	Insertion (1bp)	0.535922774	69249	8865	-0.014924307	1.656514907	1.748635864	1.659260127	0.109488602	6963	15846
BC003965	unassigned	""	5	Insertion (1bp)	0.538287868	80631	10400	-0.053354806	1.65610153	1.745609805	1.658662633	0.109488602	10428	15847
Apol10b	unassigned	""	5	Insertion (1bp)	0.526603499	59886	7481	-0.045622668	1.655829887	1.743642331	1.658594146	0.109488602	9738	15848
Rnf182	unassigned	""	5	Insertion (1bp)	0.508638937	69191	8767	-0.037237892	1.655598327	1.73994737	1.657987155	0.109488602	9012	15849
Sh3pxd2b	unassigned	""	5	Insertion (1bp)	0.53240764	105259	13157	-0.056510591	1.655574234	1.719682299	1.656964009	0.109488602	10696	15850
Vrk2	unassigned	""	5	Insertion (1bp)	0.487605925	53578	6527	-0.060982886	1.65553408	1.727478513	1.657689367	0.109488602	11089	15851
Tgfbrap1	unassigned	""	5	Insertion (1bp)	0.505465121	105992	13491	-0.017791105	1.655486938	1.717336517	1.656801026	0.109488602	7227	15852
Marchf6	unassigned	""	5	Insertion (1bp)	0.535985214	90743	12108	0.026314521	1.655194377	1.729377538	1.657199912	0.109488602	4122	15853
Serp1	unassigned	""	4	Insertion (1bp)	0.525341991	25983	3417	0.056648624	1.655184269	1.793017606	1.661998436	0.109488602	2798	15854
Lingo2	unassigned	""	5	Insertion (1bp)	0.480536858	94204	11576	0.002020064	1.65434142	1.721478072	1.656037651	0.109488602	5653	15855
Tm2d3	unassigned	""	5	Insertion (1bp)	0.501655458	73330	9296	0.004902734	1.654227628	1.742606192	1.656736822	0.109488602	5453	15856
Efcab1	unassigned	""	5	Insertion (1bp)	0.500194868	48528	5967	-0.08497174	1.653382462	1.752447017	1.656948605	0.109488602	13051	15857
Cpt1a	unassigned	""	5	Insertion (1bp)	0.521094762	74031	9437	-0.035957521	1.652854426	1.723113787	1.655148678	0.109488602	8882	15858
Zfp750	unassigned	""	4	Insertion (1bp)	0.510271452	87269	11243	-0.028119274	1.652647315	1.735216465	1.654936881	0.109488602	8163	15859
Tmem201	unassigned	""	5	Insertion (1bp)	0.48903962	143191	18057	-0.00633771	1.652606648	1.693205491	1.653392795	0.109488602	6274	15860
Tas2r122	unassigned	""	4	Insertion (1bp)	0.504934422	37176	4414	-0.119335021	1.652569939	1.772804616	1.657324256	0.109488602	15215	15861
Tepp	unassigned	""	8	Insertion (1bp)	0.538421589	89779	12187	0.02547194	1.652043179	1.721646081	1.654027191	0.109488602	4158	15862
Fyb	unassigned	""	5	Insertion (1bp)	0.554934155	64132	8284	0.03249121	1.651809295	1.732842957	1.654295758	0.109488602	3765	15863
Ghrh	unassigned	""	5	Insertion (1bp)	0.544775366	59269	7766	-0.027521524	1.651634507	1.722682459	1.654109345	0.109488602	8112	15864
Cep41	unassigned	""	5	Insertion (1bp)	0.515905037	77832	10024	-0.025103623	1.651392567	1.731194529	1.653594625	0.109488602	7869	15865
Gpr146	unassigned	""	4	Insertion (1bp)	0.496610921	81828	9899	-0.059097598	1.650873571	1.710775129	1.652289583	0.109488602	10923	15866
Dtd2	unassigned	""	5	Insertion (1bp)	0.501427366	83975	10362	-0.058367506	1.650310172	1.730571798	1.652542576	0.109488602	10856	15867
Tmem88	unassigned	""	5	Insertion (1bp)	0.528566526	77648	10052	-0.016654221	1.649354724	1.716894193	1.651267385	0.109488602	7128	15868
0610030E20Rik	unassigned	""	5	Insertion (1bp)	0.528852257	71844	8914	-0.044847146	1.648784624	1.733357847	1.651266169	0.109488602	9676	15869
St3gal4	unassigned	""	5	Insertion (1bp)	0.516544565	69533	8619	-0.086213664	1.648637353	1.740136214	1.651346475	0.109488602	13135	15870
Mia	unassigned	""	4	Insertion (1bp)	0.514487986	45963	6074	0.074650774	1.648224254	1.722875027	1.650376449	0.109488602	2270	15871
Pitpnm1	unassigned	""	5	Insertion (1bp)	0.514574694	96696	11818	-0.052676597	1.647464892	1.710575765	1.649185977	0.109488602	10364	15872
Tcf25	unassigned	""	5	Insertion (1bp)	0.520344221	81499	10660	-0.018543166	1.647450986	1.719212062	1.649486331	0.109488602	7292	15873
Mtf2	unassigned	""	5	Insertion (1bp)	0.524299825	58847	7708	-0.033191834	1.647281034	1.743556763	1.65061901	0.109488602	8615	15874
Slc6a18	unassigned	""	5	Insertion (1bp)	0.510005888	72999	9339	-0.027873143	1.646869491	1.724483618	1.648954644	0.109488602	8146	15875
Uqcrfs1	unassigned	""	3	Insertion (1bp)	0.574444091	19246	2621	0.033109187	1.646762255	1.780473262	1.654168031	0.109488602	3740	15876
Cenpp	unassigned	""	4	Insertion (1bp)	0.526228702	31185	4250	0.084304194	1.645799071	1.742303465	1.649491532	0.109488602	2022	15877
Cabp1	unassigned	""	5	Insertion (1bp)	0.501791817	89645	10936	-0.040586332	1.645709313	1.703871555	1.647116534	0.109488602	9312	15878
Klra8	unassigned	""	3	Insertion (1bp)	0.556499009	41817	5402	0.056135161	1.645522919	1.740656518	1.648932233	0.109488602	2816	15879
Pramel13	unassigned	""	5	Insertion (1bp)	0.514891439	44093	5564	-0.000313021	1.645375784	1.736635075	1.648509099	0.109488602	5829	15880
St8sia3	unassigned	""	5	Insertion (1bp)	0.509902478	79424	10166	-0.036154931	1.645252868	1.721962933	1.647320902	0.109488602	8902	15881
Barhl2	unassigned	""	5	Insertion (1bp)	0.488303628	109287	14124	-0.021605668	1.644570484	1.703369347	1.645902951	0.109488602	7577	15882
Slc6a6	unassigned	""	5	Insertion (1bp)	0.499415115	98043	12520	-0.051052957	1.644564635	1.71122054	1.646219911	0.109488602	10228	15883
Krtap5-5	unassigned	""	3	Insertion (1bp)	0.488958298	54042	6895	0.021869023	1.644217737	1.730990666	1.647010296	0.109488602	4349	15884
Ghrhr	unassigned	""	5	Insertion (1bp)	0.513526479	95173	12397	-0.016142573	1.644070441	1.719228469	1.645966439	0.109488602	7073	15885
Gch1	unassigned	""	5	Insertion (1bp)	0.481292231	94817	12139	0.02486403	1.643630549	1.71943024	1.645535792	0.109488602	4190	15886
Cry1	unassigned	""	5	Insertion (1bp)	0.512257439	65907	8035	-0.048089968	1.64358814	1.738980687	1.646612449	0.109488602	9954	15887
Dclre1c	EJ	53BP1	5	Insertion (1bp)	0.518869364	84349	11121	0.017651968	1.643390525	1.71938306	1.645365063	0.109488602	4596	15888
Xkr9	unassigned	""	5	Insertion (1bp)	0.527301815	42351	5441	0.044719591	1.643188749	1.762152459	1.647652961	0.109488602	3247	15889
Rhbdf1	unassigned	""	5	Insertion (1bp)	0.53216775	118883	15465	-0.00729638	1.64272976	1.710246546	1.644209192	0.109488602	6335	15890
Nebl	unassigned	""	5	Insertion (1bp)	0.512027172	58177	7447	-0.029268387	1.642491227	1.740783155	1.645738156	0.109488602	8250	15891
Cyp2d11	unassigned	""	3	Insertion (1bp)	0.510206143	75822	9728	0.022474145	1.642323099	1.698819549	1.643928758	0.109488602	4320	15892
Tacr1	unassigned	""	5	Insertion (1bp)	0.544066781	73826	9263	-0.054431666	1.642151734	1.70822775	1.644156253	0.109488602	10513	15893
Syvn1	unassigned	""	5	Insertion (1bp)	0.541204036	43667	5606	0.067804048	1.641926041	1.755928925	1.646265525	0.109488602	2453	15894
Cds2	unassigned	""	5	Insertion (1bp)	0.568789012	38466	4841	-0.022683305	1.641797687	1.750728255	1.645696125	0.109488602	7662	15895
Rab3ip	unassigned	""	5	Insertion (1bp)	0.585148891	44299	5431	-0.103936519	1.641432605	1.755067031	1.645729755	0.109488602	14344	15896
Fndc9	unassigned	""	5	Insertion (1bp)	0.531153185	74496	9945	0.046882763	1.641255734	1.723298773	1.643580495	0.109488602	3156	15897
Gpatch3	unassigned	""	5	Insertion (1bp)	0.52064942	118483	15260	0.002078798	1.641111885	1.689489813	1.642229922	0.109488602	5648	15898
